label,total_return,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown
Momentum,0.3139929301773099,0.14629530670648294,0.13792171150767965,0.9157028674158432,1.5720281235507036,-0.07488380506451546
Value,0.36929839835596834,0.1701702433218717,0.17100630252621096,0.8781561913418623,1.4914593610623301,-0.11163967326703009
Combined,0.44231593889148657,0.20096458685986507,0.13429604713903828,1.3475049393859695,2.788933194700433,-0.061712445878626315
Benchmark,0.3394111443636787,0.15732931543432294,0.12315204684128617,1.11512004028084,1.8791348709954994,-0.06309010917075769
